Experiment,Condition,Biome,dsc,scv,sbv,sci,cap,Left,Perc.Accom
crewReport,FlyingHigh@Kerbin,Global,1,0,0.9,4.5,4.5,0,100.00
crewReport,InSpaceLow@Kerbin,Global,1,0,1,5,5,0,100.00
crewReport,InSpaceHigh@Kerbin,Global,1,0,1.5,7.5,7.5,0,100.00
crewReport,InSpaceLow@Kerbol,Global,1,1,11,0,55,55,0
crewReport,InSpaceHigh@Kerbol,Global,1,1,2,0,10,10,0
crewReport,Landed@Laythe,Dunes,1,1,14,0,70,70,0
crewReport,Landed@Laythe,Poles,1,1,14,0,70,70,0
crewReport,Landed@Laythe,Shores,1,1,14,0,70,70,0
crewReport,Landed@Laythe,TheSagenSea,1,1,14,0,70,70,0
crewReport,Splashed@Laythe,Dunes,1,1,12,0,60,60,0
crewReport,Splashed@Laythe,Poles,1,1,12,0,60,60,0
crewReport,Splashed@Laythe,Shores,1,1,12,0,60,60,0
crewReport,Splashed@Laythe,TheSagenSea,1,1,12,0,60,60,0
crewReport,FlyingLow@Laythe,Dunes,1,1,11,0,55,55,0
crewReport,FlyingLow@Laythe,Poles,1,1,11,0,55,55,0
crewReport,FlyingLow@Laythe,Shores,1,1,11,0,55,55,0
crewReport,FlyingLow@Laythe,TheSagenSea,1,1,11,0,55,55,0
crewReport,FlyingHigh@Laythe,Global,1,1,10,0,50,50,0
crewReport,InSpaceLow@Laythe,Global,1,1,9,0,45,45,0
crewReport,InSpaceHigh@Laythe,Global,1,1,8,0,40,40,0
crewReport,Landed@Minmus,Flats,1,0,5,25,25,0,100.00
crewReport,Landed@Minmus,GreatFlats,1,1,5,0,25,25,0
crewReport,Landed@Minmus,GreaterFlats,1,1,5,0,25,25,0
crewReport,Landed@Minmus,Highlands,1,1,5,0,25,25,0
crewReport,Landed@Minmus,LesserFlats,1,0,5,25,25,0,100.00
crewReport,Landed@Minmus,Lowlands,1,1,5,0,25,25,0.00
crewReport,Landed@Minmus,Midlands,1,0,5,25,25,0,100.00
crewReport,Landed@Minmus,Poles,1,0,5,25,25,0,100.00
crewReport,Landed@Minmus,Slopes,1,1,5,0,25,25,0.00
crewReport,InSpaceLow@Minmus,Global,1,0,4,20,20,0,100.00
crewReport,InSpaceHigh@Minmus,Global,1,0,2.5,12.5,12.5,0,100.00
crewReport,Landed@Moho,Canyon,1,1,10,0,50,50,0
crewReport,Landed@Moho,CentralLowlands,1,1,10,0,50,50,0
crewReport,Landed@Moho,Highlands,1,1,10,0,50,50,0
crewReport,Landed@Moho,Midlands,1,1,10,0,50,50,0
crewReport,Landed@Moho,MinorCraters,1,1,10,0,50,50,0
crewReport,Landed@Moho,NorthPole,1,1,10,0,50,50,0
crewReport,Landed@Moho,NorthernSinkhole,1,1,10,0,50,50,0
crewReport,Landed@Moho,NorthernSinkholeRidge,1,1,10,0,50,50,0
crewReport,Landed@Moho,SouthEasternLowlands,1,1,10,0,50,50,0
crewReport,Landed@Moho,SouthPole,1,1,10,0,50,50,0
crewReport,Landed@Moho,SouthWesternLowlands,1,1,10,0,50,50,0
crewReport,Landed@Moho,WesternLowlands,1,1,10,0,50,50,0
crewReport,InSpaceLow@Moho,Global,1,1,8,0,40,40,0
crewReport,InSpaceHigh@Moho,Global,1,1,7,0,35,35,0
crewReport,Landed@Mun,Canyons,1,1,4,0,20,20,0
crewReport,Landed@Mun,EastCrater,1,1,4,0,20,20,0
crewReport,Landed@Mun,EastFarsideCrater,1,1,4,0,20,20,0
crewReport,Landed@Mun,FarsideCrater,1,1,4,0,20,20,0
crewReport,Landed@Mun,HighlandCraters,1,1,4,0,20,20,0
crewReport,Landed@Mun,Highlands,1,0,4,20,20,0,100.00
crewReport,Landed@Mun,MidlandCraters,1,1,4,0,20,20,0
crewReport,Landed@Mun,Midlands,1,0,4,20,20,0,100.00
crewReport,Landed@Mun,NorthernBasin,1,0,4,20,20,0,100.00
crewReport,Landed@Mun,NorthwestCrater,1,1,4,0,20,20,0.00
crewReport,Landed@Mun,PolarCrater,1,1,4,0,20,20,0
crewReport,Landed@Mun,PolarLowlands,1,0,4,20,20,0,100.00
crewReport,Landed@Mun,Poles,1,0,4,20,20,0,100.00
crewReport,Landed@Mun,SouthwestCrater,1,0,4,20,20,0,100.00
crewReport,Landed@Mun,TwinCraters,1,1,4,0,20,20,0
crewReport,InSpaceLow@Mun,Global,1,0,3,15,15,0,100.00
crewReport,InSpaceHigh@Mun,Global,1,0,2,10,10,0,100.00
crewReport,Landed@Pol,Highlands,1,1,12,0,60,60,0
crewReport,Landed@Pol,Lowlands,1,1,12,0,60,60,0
crewReport,Landed@Pol,Midlands,1,1,12,0,60,60,0
crewReport,Landed@Pol,Poles,1,1,12,0,60,60,0
crewReport,InSpaceLow@Pol,Global,1,1,9,0,45,45,0
crewReport,InSpaceHigh@Pol,Global,1,1,8,0,40,40,0
crewReport,Landed@Tylo,Highlands,1,1,12,0,60,60,0
crewReport,Landed@Tylo,Lowlands,1,1,12,0,60,60,0
crewReport,Landed@Tylo,MajorCrater,1,1,12,0,60,60,0
crewReport,Landed@Tylo,Mara,1,1,12,0,60,60,0
crewReport,Landed@Tylo,Midlands,1,1,12,0,60,60,0
crewReport,InSpaceLow@Tylo,Global,1,1,10,0,50,50,0
crewReport,InSpaceHigh@Tylo,Global,1,1,8,0,40,40,0
crewReport,Landed@Vall,Highlands,1,1,12,0,60,60,0
crewReport,Landed@Vall,Lowlands,1,1,12,0,60,60,0
crewReport,Landed@Vall,Midlands,1,1,12,0,60,60,0
crewReport,Landed@Vall,Poles,1,1,12,0,60,60,0
crewReport,InSpaceLow@Vall,Global,1,1,9,0,45,45,0
crewReport,InSpaceHigh@Vall,Global,1,1,8,0,40,40,0
evaReport,Landed@Bop,Peaks,1,1,12,0,96,96,0
evaReport,Landed@Bop,Poles,1,1,12,0,96,96,0
evaReport,Landed@Bop,Rodges,1,1,12,0,96,96,0
evaReport,Landed@Bop,Slopes,1,1,12,0,96,96,0
evaReport,Landed@Bop,Valley,1,1,12,0,96,96,0
evaReport,InSpaceLow@Bop,Peaks,1,1,9,0,72,72,0
evaReport,InSpaceLow@Bop,Poles,1,1,9,0,72,72,0
evaReport,InSpaceLow@Bop,Rodges,1,1,9,0,72,72,0
evaReport,InSpaceLow@Bop,Slopes,1,1,9,0,72,72,0
evaReport,InSpaceLow@Bop,Valley,1,1,9,0,72,72,0
evaReport,InSpaceHigh@Bop,Global,1,1,8,0,64,64,0
evaReport,Landed@Dres,Canyons,1,1,8,0,64,64,0
evaReport,Landed@Dres,Highlands,1,1,8,0,64,64,0
evaReport,Landed@Dres,ImpactCraters,1,1,8,0,64,64,0
evaReport,Landed@Dres,ImpactEjecta,1,1,8,0,64,64,0
evaReport,Landed@Dres,Lowlands,1,1,8,0,64,64,0
evaReport,Landed@Dres,Midlands,1,1,8,0,64,64,0
evaReport,Landed@Dres,Poles,1,1,8,0,64,64,0
evaReport,Landed@Dres,Ridges,1,1,8,0,64,64,0
evaReport,InSpaceLow@Dres,Canyons,1,1,7,0,56,56,0
evaReport,InSpaceLow@Dres,Highlands,1,1,7,0,56,56,0
evaReport,InSpaceLow@Dres,ImpactCraters,1,1,7,0,56,56,0
evaReport,InSpaceLow@Dres,ImpactEjecta,1,1,7,0,56,56,0
evaReport,InSpaceLow@Dres,Lowlands,1,1,7,0,56,56,0
evaReport,InSpaceLow@Dres,Midlands,1,1,7,0,56,56,0
evaReport,InSpaceLow@Dres,Poles,1,1,7,0,56,56,0
evaReport,InSpaceLow@Dres,Ridges,1,1,7,0,56,56,0
evaReport,InSpaceHigh@Dres,Global,1,1,6,0,48,48,0
evaReport,Landed@Duna,Craters,1,1,8,0,64,64,0
evaReport,Landed@Duna,Highlands,1,1,8,0,64,64,0
evaReport,Landed@Duna,Lowlands,1,1,8,0,64,64,0
evaReport,Landed@Duna,Midlands,1,1,8,0,64,64,0
evaReport,Landed@Duna,Poles,1,1,8,0,64,64,0
evaReport,FlyingLow@Duna,Craters,1,1,5,0,40,40,0
evaReport,FlyingLow@Duna,Highlands,1,1,5,0,40,40,0
evaReport,FlyingLow@Duna,Lowlands,1,1,5,0,40,40,0
evaReport,FlyingLow@Duna,Midlands,1,1,5,0,40,40,0
evaReport,FlyingLow@Duna,Poles,1,1,5,0,40,40,0
evaReport,FlyingHigh@Duna,Global,1,1,5,0,40,40,0
evaReport,InSpaceLow@Duna,Craters,1,1,7,0,56,56,0
evaReport,InSpaceLow@Duna,Highlands,1,1,7,0,56,56,0
evaReport,InSpaceLow@Duna,Lowlands,1,1,7,0,56,56,0
evaReport,InSpaceLow@Duna,Midlands,1,1,7,0,56,56,0
evaReport,InSpaceLow@Duna,Poles,1,1,7,0,56,56,0
evaReport,InSpaceHigh@Duna,Global,1,1,5,0,40,40,0
evaReport,Landed@Eeloo,Craters,1,1,15,0,120,120,0
evaReport,Landed@Eeloo,Glaciers,1,1,15,0,120,120,0
evaReport,Landed@Eeloo,Highlands,1,1,15,0,120,120,0
evaReport,Landed@Eeloo,IceCanyons,1,1,15,0,120,120,0
evaReport,Landed@Eeloo,Lowlands,1,1,15,0,120,120,0
evaReport,Landed@Eeloo,Midlands,1,1,15,0,120,120,0
evaReport,Landed@Eeloo,Poles,1,1,15,0,120,120,0
evaReport,InSpaceLow@Eeloo,Craters,1,1,12,0,96,96,0
evaReport,InSpaceLow@Eeloo,Glaciers,1,1,12,0,96,96,0
evaReport,InSpaceLow@Eeloo,Highlands,1,1,12,0,96,96,0
evaReport,InSpaceLow@Eeloo,IceCanyons,1,1,12,0,96,96,0
evaReport,InSpaceLow@Eeloo,Lowlands,1,1,12,0,96,96,0
evaReport,InSpaceLow@Eeloo,Midlands,1,1,12,0,96,96,0
evaReport,InSpaceLow@Eeloo,Poles,1,1,12,0,96,96,0
evaReport,InSpaceHigh@Eeloo,Global,1,1,10,0,80,80,0
evaReport,Landed@Eve,ExplodiumSea,1,1,8,0,64,64,0
evaReport,Landed@Eve,Highlands,1,1,8,0,64,64,0
evaReport,Landed@Eve,ImpactEjecta,1,1,8,0,64,64,0
evaReport,Landed@Eve,Lowlands,1,1,8,0,64,64,0
evaReport,Landed@Eve,Midlands,1,1,8,0,64,64,0
evaReport,Landed@Eve,Peaks,1,1,8,0,64,64,0
evaReport,Landed@Eve,Poles,1,1,8,0,64,64,0
evaReport,Splashed@Eve,ExplodiumSea,1,1,8,0,64,64,0
evaReport,Splashed@Eve,Highlands,1,1,8,0,64,64,0
evaReport,Splashed@Eve,ImpactEjecta,1,1,8,0,64,64,0
evaReport,Splashed@Eve,Lowlands,1,1,8,0,64,64,0
evaReport,Splashed@Eve,Midlands,1,1,8,0,64,64,0
evaReport,Splashed@Eve,Peaks,1,1,8,0,64,64,0
evaReport,Splashed@Eve,Poles,1,1,8,0,64,64,0
evaReport,FlyingLow@Eve,ExplodiumSea,1,1,6,0,48,48,0
evaReport,FlyingLow@Eve,Highlands,1,1,6,0,48,48,0
evaReport,FlyingLow@Eve,ImpactEjecta,1,1,6,0,48,48,0
evaReport,FlyingLow@Eve,Lowlands,1,1,6,0,48,48,0
evaReport,FlyingLow@Eve,Midlands,1,1,6,0,48,48,0
evaReport,FlyingLow@Eve,Peaks,1,1,6,0,48,48,0
evaReport,FlyingLow@Eve,Poles,1,1,6,0,48,48,0
evaReport,FlyingHigh@Eve,Global,1,1,6,0,48,48,0
evaReport,InSpaceLow@Eve,ExplodiumSea,1,1,7,0,56,56,0
evaReport,InSpaceLow@Eve,Highlands,1,1,7,0,56,56,0
evaReport,InSpaceLow@Eve,ImpactEjecta,1,1,7,0,56,56,0
evaReport,InSpaceLow@Eve,Lowlands,1,1,7,0,56,56,0
evaReport,InSpaceLow@Eve,Midlands,1,1,7,0,56,56,0
evaReport,InSpaceLow@Eve,Peaks,1,1,7,0,56,56,0
evaReport,InSpaceLow@Eve,Poles,1,1,7,0,56,56,0
evaReport,InSpaceHigh@Eve,Global,1,1,5,0,40,40,0
evaReport,Landed@Gilly,Highlands,1,1,9,0,72,72,0
evaReport,Landed@Gilly,Lowlands,1,1,9,0,72,72,0
evaReport,Landed@Gilly,Midlands,1,1,9,0,72,72,0
evaReport,InSpaceLow@Gilly,Highlands,1,1,8,0,64,64,0
evaReport,InSpaceLow@Gilly,Lowlands,1,1,8,0,64,64,0
evaReport,InSpaceLow@Gilly,Midlands,1,1,8,0,64,64,0
evaReport,InSpaceHigh@Gilly,Global,1,1,6,0,48,48,0
evaReport,Landed@Ike,CentralMountainRidge,1,1,8,0,64,64,0
evaReport,Landed@Ike,EasternMountainRidge,1,1,8,0,64,64,0
evaReport,Landed@Ike,Lowlands,1,1,8,0,64,64,0
evaReport,Landed@Ike,Midlands,1,1,8,0,64,64,0
evaReport,Landed@Ike,PolarLowlands,1,1,8,0,64,64,0
evaReport,Landed@Ike,SouthEasternMountainRange,1,1,8,0,64,64,0
evaReport,Landed@Ike,SouthPole,1,1,8,0,64,64,0
evaReport,Landed@Ike,WesternMountainRidge,1,1,8,0,64,64,0
evaReport,InSpaceLow@Ike,CentralMountainRidge,1,1,7,0,56,56,0
evaReport,InSpaceLow@Ike,EasternMountainRidge,1,1,7,0,56,56,0
evaReport,InSpaceLow@Ike,Lowlands,1,1,7,0,56,56,0
evaReport,InSpaceLow@Ike,Midlands,1,1,7,0,56,56,0
evaReport,InSpaceLow@Ike,PolarLowlands,1,1,7,0,56,56,0
evaReport,InSpaceLow@Ike,SouthEasternMountainRange,1,1,7,0,56,56,0
evaReport,InSpaceLow@Ike,SouthPole,1,1,7,0,56,56,0
evaReport,InSpaceLow@Ike,WesternMountainRidge,1,1,7,0,56,56,0
evaReport,InSpaceHigh@Ike,Global,1,1,5,0,40,40,0
evaReport,FlyingLow@Jool,Global,1,1,12,0,96,96,0
evaReport,FlyingHigh@Jool,Global,1,1,9,0,72,72,0
evaReport,InSpaceLow@Jool,Global,1,1,7,0,56,56,0
evaReport,InSpaceHigh@Jool,Global,1,1,6,0,48,48,0
evaReport,Landed@KSC,Administration,1,0,0.3,2.4,2.4,0,100.00
evaReport,Landed@KSC,AstronautComplex,1,0,0.3,2.4,2.4,0,100.00
evaReport,Landed@KSC,Crawlerway,1,0,0.3,2.4,2.4,0,100.00
evaReport,Landed@KSC,FlagPole,1,0,0.3,2.4,2.4,0,100.00
evaReport,Landed@KSC,KSC,1,0,0.3,2.4,2.4,0,100.00
evaReport,Landed@KSC,LaunchPad,1,0,0.3,2.4,2.4,0,100.00
evaReport,Landed@KSC,MissionControl,1,0,0.3,2.4,2.4,0,100.00
evaReport,Landed@KSC,R&D,1,0,0.3,2.4,2.4,0,100.00
evaReport,Landed@KSC,R&DCentralBuilding,1,0,0.3,2.4,2.4,0,100.00
evaReport,Landed@KSC,R&DCornerLab,1,1,0.3,0,2.4,2.4,0
evaReport,Landed@KSC,R&DMainBuilding,1,0,0.3,2.4,2.4,0,100.00
evaReport,Landed@KSC,R&DObservatory,1,0,0.3,2.4,2.4,0,100.00
evaReport,Landed@KSC,R&DSideLab,1,0,0.3,2.4,2.4,0,100.00
evaReport,Landed@KSC,R&DSmallLab,1,0,0.3,2.4,2.4,0,100.00
evaReport,Landed@KSC,R&DTanks,1,0,0.3,2.4,2.4,0,100.00
evaReport,Landed@KSC,R&DWindTunnel,1,1,0.3,0,2.4,2.4,0
evaReport,Landed@KSC,Runway,1,0,0.3,2.4,2.4,0,100.00
evaReport,Landed@KSC,SPH,1,0,0.3,2.4,2.4,0,100.00
evaReport,Landed@KSC,SPHMainBuilding,1,0,0.3,2.4,2.4,0,100.00
evaReport,Landed@KSC,SPHRoundTank,1,1,0.3,0,2.4,2.4,0
evaReport,Landed@KSC,SPHTanks,1,1,0.3,0,2.4,2.4,0
evaReport,Landed@KSC,SPHWaterTower,1,1,0.3,0,2.4,2.4,0
evaReport,Landed@KSC,TrackingStation,1,0,0.3,2.4,2.4,0,100.00
evaReport,Landed@KSC,TrackingStationDishEast,1,1,0.3,0,2.4,2.4,0
evaReport,Landed@KSC,TrackingStationDishNorth,1,1,0.3,0,2.4,2.4,0
evaReport,Landed@KSC,TrackingStationHub,1,0,0.3,2.4,2.4,0,100.00
evaReport,Landed@KSC,TrackingStationSouth,1,1,0.3,0,2.4,2.4,0
evaReport,Landed@KSC,VAB,1,0,0.3,2.4,2.4,0,100.00
evaReport,Landed@KSC,VABMainBuilding,1,0,0.3,2.4,2.4,0,100.00
evaReport,Landed@KSC,VABPodMemorial,1,1,0.3,0,2.4,2.4,0
evaReport,Landed@KSC,VABRoundTank,1,1,0.3,0,2.4,2.4,0
evaReport,Landed@KSC,VABTanks,1,1,0.3,0,2.4,2.4,0
evaReport,Landed@Kerbin,Badlands,1,1,0.3,0,2.4,2.4,0.00
evaReport,Landed@Kerbin,Deserts,1,1,0.3,0,2.4,2.4,0.00
evaReport,Landed@Kerbin,Grasslands,1,0,0.3,2.4,2.4,0,100.00
evaReport,Landed@Kerbin,Highlands,1,0,0.3,2.4,2.4,0,100.00
evaReport,Landed@Kerbin,IceCaps,1,0,0.3,2.4,2.4,0,100.00
evaReport,Landed@Kerbin,Mountains,1,1,0.3,0,2.4,2.4,0.00
evaReport,Landed@Kerbin,Shores,1,0,0.3,2.4,2.4,0,100.00
evaReport,Landed@Kerbin,Tundra,1,1,0.3,0,2.4,2.4,0.00
evaReport,Landed@Kerbin,Water,1,0,0.3,2.4,2.4,0,100.00
evaReport,Splashed@Kerbin,Badlands,1,1,0.4,0,3.2,3.2,0.00
evaReport,Splashed@Kerbin,Deserts,1,1,0.4,0,3.2,3.2,0.00
evaReport,Splashed@Kerbin,Grasslands,1,1,0.4,0,3.2,3.2,0.00
evaReport,Splashed@Kerbin,Highlands,1,1,0.4,0,3.2,3.2,0.00
evaReport,Splashed@Kerbin,IceCaps,1,1,0.4,0,3.2,3.2,0.00
evaReport,Splashed@Kerbin,Mountains,1,1,0.4,0,3.2,3.2,0.00
evaReport,Splashed@Kerbin,Shores,1,0,0.4,3.2,3.2,0,100.00
evaReport,Splashed@Kerbin,Tundra,1,1,0.4,0,3.2,3.2,0.00
evaReport,Splashed@Kerbin,Water,1,0,0.4,3.2,3.2,0,100.00
evaReport,FlyingLow@Kerbin,Badlands,1,1,0.7,0,5.6,5.6,0.00
evaReport,FlyingLow@Kerbin,Deserts,1,1,0.7,0,5.6,5.6,0.00
evaReport,FlyingLow@Kerbin,Grasslands,1,0,0.7,5.6,5.6,0,100.00
evaReport,FlyingLow@Kerbin,Highlands,1,0,0.7,5.6,5.6,0,100.00
evaReport,FlyingLow@Kerbin,IceCaps,1,0,0.7,5.6,5.6,0,100.00
evaReport,FlyingLow@Kerbin,Mountains,1,1,0.7,0,5.6,5.6,0.00
evaReport,FlyingLow@Kerbin,Shores,1,0,0.7,5.6,5.6,0,100.00
evaReport,FlyingLow@Kerbin,Tundra,1,1,0.7,0,5.6,5.6,0.00
evaReport,FlyingLow@Kerbin,Water,1,0,0.7,5.6,5.6,0,100.00
evaReport,FlyingHigh@Kerbin,Global,1,0,0.9,7.2,7.2,0,100.00
evaReport,InSpaceLow@Kerbin,Badlands,1,0,1,8,8,0,100.00
evaReport,InSpaceLow@Kerbin,Deserts,1,0,1,8,8,0,100.00
evaReport,InSpaceLow@Kerbin,Grasslands,1,0,1,8,8,0,100.00
evaReport,InSpaceLow@Kerbin,Highlands,1,0,1,8,8,0,100.00
evaReport,InSpaceLow@Kerbin,IceCaps,1,1,1,0,8,8,0.00
evaReport,InSpaceLow@Kerbin,Mountains,1,0,1,8,8,0,100.00
evaReport,InSpaceLow@Kerbin,Shores,1,0,1,8,8,0,100.00
evaReport,InSpaceLow@Kerbin,Tundra,1,1,1,0,8,8,0.00
evaReport,InSpaceLow@Kerbin,Water,1,0,1,8,8,0,100.00
evaReport,InSpaceHigh@Kerbin,Global,1,0,1.5,12,12,0,100.00
evaReport,InSpaceLow@Kerbol,Global,1,1,11,0,88,88,0
evaReport,InSpaceHigh@Kerbol,Global,1,1,2,0,16,16,0
evaReport,Landed@Laythe,Dunes,1,1,14,0,112,112,0
evaReport,Landed@Laythe,Poles,1,1,14,0,112,112,0
evaReport,Landed@Laythe,Shores,1,1,14,0,112,112,0
evaReport,Landed@Laythe,TheSagenSea,1,1,14,0,112,112,0
evaReport,Splashed@Laythe,Dunes,1,1,12,0,96,96,0
evaReport,Splashed@Laythe,Poles,1,1,12,0,96,96,0
evaReport,Splashed@Laythe,Shores,1,1,12,0,96,96,0
evaReport,Splashed@Laythe,TheSagenSea,1,1,12,0,96,96,0
evaReport,FlyingLow@Laythe,Dunes,1,1,11,0,88,88,0
evaReport,FlyingLow@Laythe,Poles,1,1,11,0,88,88,0
evaReport,FlyingLow@Laythe,Shores,1,1,11,0,88,88,0
evaReport,FlyingLow@Laythe,TheSagenSea,1,1,11,0,88,88,0
evaReport,FlyingHigh@Laythe,Global,1,1,10,0,80,80,0
evaReport,InSpaceLow@Laythe,Dunes,1,1,9,0,72,72,0
evaReport,InSpaceLow@Laythe,Poles,1,1,9,0,72,72,0
evaReport,InSpaceLow@Laythe,Shores,1,1,9,0,72,72,0
evaReport,InSpaceLow@Laythe,TheSagenSea,1,1,9,0,72,72,0
evaReport,InSpaceHigh@Laythe,Global,1,1,8,0,64,64,0
evaReport,Landed@Minmus,Flats,1,0,5,40,40,0,100.00
evaReport,Landed@Minmus,GreatFlats,1,1,5,0,40,40,0.00
evaReport,Landed@Minmus,GreaterFlats,1,1,5,0,40,40,0
evaReport,Landed@Minmus,Highlands,1,1,5,0,40,40,0
evaReport,Landed@Minmus,LesserFlats,1,0,5,40,40,0,100.00
evaReport,Landed@Minmus,Lowlands,1,1,5,0,40,40,0.00
evaReport,Landed@Minmus,Midlands,1,0,5,40,40,0,100.00
evaReport,Landed@Minmus,Poles,1,0,5,40,40,0,100.00
evaReport,Landed@Minmus,Slopes,1,1,5,0,40,40,0.00
evaReport,InSpaceLow@Minmus,Flats,1,0,4,32,32,0,100.00
evaReport,InSpaceLow@Minmus,GreatFlats,1,0,4,32,32,0,100.00
evaReport,InSpaceLow@Minmus,GreaterFlats,1,0,4,32,32,0,100.00
evaReport,InSpaceLow@Minmus,Highlands,1,0,4,32,32,0,100.00
evaReport,InSpaceLow@Minmus,LesserFlats,1,0,4,32,32,0,100.00
evaReport,InSpaceLow@Minmus,Lowlands,1,0,4,32,32,0,100.00
evaReport,InSpaceLow@Minmus,Midlands,1,0,4,32,32,0,100.00
evaReport,InSpaceLow@Minmus,Poles,1,0,4,32,32,0,100.00
evaReport,InSpaceLow@Minmus,Slopes,1,0,4,32,32,0,100.00
evaReport,InSpaceHigh@Minmus,Global,1,0,2.5,20,20,0,100.00
evaReport,Landed@Moho,Canyon,1,1,10,0,80,80,0
evaReport,Landed@Moho,CentralLowlands,1,1,10,0,80,80,0
evaReport,Landed@Moho,Highlands,1,1,10,0,80,80,0
evaReport,Landed@Moho,Midlands,1,1,10,0,80,80,0
evaReport,Landed@Moho,MinorCraters,1,1,10,0,80,80,0
evaReport,Landed@Moho,NorthPole,1,1,10,0,80,80,0
evaReport,Landed@Moho,NorthernSinkhole,1,1,10,0,80,80,0
evaReport,Landed@Moho,NorthernSinkholeRidge,1,1,10,0,80,80,0
evaReport,Landed@Moho,SouthEasternLowlands,1,1,10,0,80,80,0
evaReport,Landed@Moho,SouthPole,1,1,10,0,80,80,0
evaReport,Landed@Moho,SouthWesternLowlands,1,1,10,0,80,80,0
evaReport,Landed@Moho,WesternLowlands,1,1,10,0,80,80,0
evaReport,InSpaceLow@Moho,Canyon,1,1,8,0,64,64,0
evaReport,InSpaceLow@Moho,CentralLowlands,1,1,8,0,64,64,0
evaReport,InSpaceLow@Moho,Highlands,1,1,8,0,64,64,0
evaReport,InSpaceLow@Moho,Midlands,1,1,8,0,64,64,0
evaReport,InSpaceLow@Moho,MinorCraters,1,1,8,0,64,64,0
evaReport,InSpaceLow@Moho,NorthPole,1,1,8,0,64,64,0
evaReport,InSpaceLow@Moho,NorthernSinkhole,1,1,8,0,64,64,0
evaReport,InSpaceLow@Moho,NorthernSinkholeRidge,1,1,8,0,64,64,0
evaReport,InSpaceLow@Moho,SouthEasternLowlands,1,1,8,0,64,64,0
evaReport,InSpaceLow@Moho,SouthPole,1,1,8,0,64,64,0
evaReport,InSpaceLow@Moho,SouthWesternLowlands,1,1,8,0,64,64,0
evaReport,InSpaceLow@Moho,WesternLowlands,1,1,8,0,64,64,0
evaReport,InSpaceHigh@Moho,Global,1,1,7,0,56,56,0
evaReport,Landed@Mun,Canyons,1,1,4,0,32,32,0
evaReport,Landed@Mun,EastCrater,1,1,4,0,32,32,0
evaReport,Landed@Mun,EastFarsideCrater,1,1,4,0,32,32,0
evaReport,Landed@Mun,FarsideCrater,1,1,4,0,32,32,0
evaReport,Landed@Mun,HighlandCraters,1,1,4,0,32,32,0
evaReport,Landed@Mun,Highlands,1,0,4,32,32,0,100.00
evaReport,Landed@Mun,MidlandCraters,1,1,4,0,32,32,0
evaReport,Landed@Mun,Midlands,1,0,4,32,32,0,100.00
evaReport,Landed@Mun,NorthernBasin,1,0,4,32,32,0,100.00
evaReport,Landed@Mun,NorthwestCrater,1,1,4,0,32,32,0.00
evaReport,Landed@Mun,PolarCrater,1,1,4,0,32,32,0
evaReport,Landed@Mun,PolarLowlands,1,0,4,32,32,0,100.00
evaReport,Landed@Mun,Poles,1,0,4,32,32,0,100.00
evaReport,Landed@Mun,SouthwestCrater,1,0,4,32,32,0,100.00
evaReport,Landed@Mun,TwinCraters,1,1,4,0,32,32,0
evaReport,InSpaceLow@Mun,Canyons,1,0,3,24,24,0,100.00
evaReport,InSpaceLow@Mun,EastCrater,1,0,3,24,24,0,100.00
evaReport,InSpaceLow@Mun,EastFarsideCrater,1,0,3,24,24,0,100.00
evaReport,InSpaceLow@Mun,FarsideCrater,1,0,3,24,24,0,100.00
evaReport,InSpaceLow@Mun,HighlandCraters,1,0,3,24,24,0,100.00
evaReport,InSpaceLow@Mun,Highlands,1,0,3,24,24,0,100.00
evaReport,InSpaceLow@Mun,MidlandCraters,1,0,3,24,24,0,100.00
evaReport,InSpaceLow@Mun,Midlands,1,0,3,24,24,0,100.00
evaReport,InSpaceLow@Mun,NorthernBasin,1,0,3,24,24,0,100.00
evaReport,InSpaceLow@Mun,NorthwestCrater,1,0,3,24,24,0,100.00
evaReport,InSpaceLow@Mun,PolarCrater,1,0,3,24,24,0,100.00
evaReport,InSpaceLow@Mun,PolarLowlands,1,0,3,24,24,0,100.00
evaReport,InSpaceLow@Mun,Poles,1,0,3,24,24,0,100.00
evaReport,InSpaceLow@Mun,SouthwestCrater,1,0,3,24,24,0,100.00
evaReport,InSpaceLow@Mun,TwinCraters,1,0,3,24,24,0,100.00
evaReport,InSpaceHigh@Mun,Global,1,0,2,16,16,0,100.00
evaReport,Landed@Pol,Highlands,1,1,12,0,96,96,0
evaReport,Landed@Pol,Lowlands,1,1,12,0,96,96,0
evaReport,Landed@Pol,Midlands,1,1,12,0,96,96,0
evaReport,Landed@Pol,Poles,1,1,12,0,96,96,0
evaReport,InSpaceLow@Pol,Highlands,1,1,9,0,72,72,0
evaReport,InSpaceLow@Pol,Lowlands,1,1,9,0,72,72,0
evaReport,InSpaceLow@Pol,Midlands,1,1,9,0,72,72,0
evaReport,InSpaceLow@Pol,Poles,1,1,9,0,72,72,0
evaReport,InSpaceHigh@Pol,Global,1,1,8,0,64,64,0
evaReport,Landed@Tylo,Highlands,1,1,12,0,96,96,0
evaReport,Landed@Tylo,Lowlands,1,1,12,0,96,96,0
evaReport,Landed@Tylo,MajorCrater,1,1,12,0,96,96,0
evaReport,Landed@Tylo,Mara,1,1,12,0,96,96,0
evaReport,Landed@Tylo,Midlands,1,1,12,0,96,96,0
